"Step","pca_resnet - episode_reward","pca_resnet - episode_reward__MIN","pca_resnet - episode_reward__MAX","complete_frozen_low_lr - episode_reward","complete_frozen_low_lr - episode_reward__MIN","complete_frozen_low_lr - episode_reward__MAX","cnn_scratch - episode_reward","cnn_scratch - episode_reward__MIN","cnn_scratch - episode_reward__MAX"
"93701","","","","","","","","",""
"93702","","","","","","","","",""
"93735","","","","","","","","",""
"93742","","","","","","","","",""
"93750","","","","","","","","",""
"93787","","","","","","","","",""
"93809","","","","","","","","",""
"93816","","","","","","","","",""
"93844","","","","","","","","",""
"93850","","","","","","","","",""
"93912","","","","","","","","",""
"93927","","","","","","","","",""
"93953","","","","","","","","",""
"93960","","","","","","","","",""
"93964","","","","","","","","",""
"93980","","","","","","","","",""
"94008","","","","","","","","",""
"94018","","","","","","","","",""
"94052","","","","","","","","",""
"94070","","","","","","","","",""
"94083","","","","","","","","",""
"94100","","","","","","","","",""
"94102","","","","","","","","",""
"94109","","","","","","","","",""
"94116","","","","","","","","",""
"94124","","","","","","","","",""
"94143","","","","","","","","",""
"94156","","","","","","","","",""
"94188","","","","","","","","",""
"94191","","","","","","","","",""
"94226","","","","","","","","",""
"94237","","","","","","","","",""
"94245","","","","","","","","",""
"94262","","","","","","","","",""
"94299","0.41968274701755653","0.41968274701755653","0.41968274701755653","0.24436695546490367","0.24436695546490367","0.24436695546490367","0.1974538053391908","0.1974538053391908","0.1974538053391908"
"94331","","","","","","","","",""
"94362","","","","","","","","",""
"94430","","","","","","","","",""
"94445","","","","","","","","",""
"94463","","","","","","","","",""
"94468","","","","","","","","",""
"94482","","","","","","","","",""
"94486","","","","","","","","",""
"94516","","","","","","","","",""
"94543","","","","","","","","",""
"94573","","","","","","","","",""
"94598","","","","","","","","",""
"94614","","","","","","","","",""
"94620","","","","","","","","",""
"94631","","","","","","","","",""
"94635","","","","","","","","",""
"94642","","","","","","","","",""
"94647","","","","","","","","",""
"94655","","","","","","","","",""
"94681","","","","","","","","",""
"94685","","","","","","","","",""
"94732","","","","","","","","",""
"94749","","","","","","","","",""
"94775","","","","","","","","",""
"94826","","","","","","","","",""
"94836","","","","","","","","",""
"94854","","","","","","","","",""
"94873","","","","","","","","",""
"94904","","","","","","","","",""
"94921","","","","","","","","",""
"94987","","","","","","","","",""
"95002","","","","","","","","",""
"95008","","","","","","","","",""
"95028","","","","","","","","",""
"95031","","","","","","","","",""
"95050","","","","","","","","",""
"95054","","","","","","","","",""
"95056","","","","","","","","",""
"95125","","","","","","","","",""
"95143","","","","","","","","",""
"95178","","","","","","","","",""
"95181","","","","","","","","",""
"95226","","","","","","","","",""
"95252","","","","","","","","",""
"95273","","","","","","","","",""
"95277","","","","","","","","",""
"95278","","","","","","","","",""
"95321","","","","","","","","",""
"95324","0.46285645166274125","0.46285645166274125","0.46285645166274125","0.28078910799313755","0.28078910799313755","0.28078910799313755","0.0949533823105819","0.0949533823105819","0.0949533823105819"
"95352","","","","","","","","",""
"95375","","","","","","","","",""
"95388","","","","","","","","",""
"95394","","","","","","","","",""
"95404","","","","","","","","",""
"95409","","","","","","","","",""
"95457","","","","","","","","",""
"95461","","","","","","","","",""
"95465","","","","","","","","",""
"95497","","","","","","","","",""
"95500","","","","","","","","",""
"95518","","","","","","","","",""
"95537","","","","","","","","",""
"95548","","","","","","","","",""
"95563","","","","","","","","",""
"95564","","","","","","","","",""
"95582","","","","","","","","",""
"95588","","","","","","","","",""
"95597","","","","","","","","",""
"95608","","","","","","","","",""
"95660","","","","","","","","",""
"95685","","","","","","","","",""
"95753","","","","","","","","",""
"95780","","","","","","","","",""
"95807","","","","","","","","",""
"95826","","","","","","","","",""
"95843","","","","","","","","",""
"95844","","","","","","","","",""
"95864","","","","","","","","",""
"95877","","","","","","","","",""
"95880","","","","","","","","",""
"95884","","","","","","","","",""
"95951","","","","","","","","",""
"96023","","","","","","","","",""
"96028","","","","","","","","",""
"96042","","","","","","","","",""
"96063","","","","","","","","",""
"96071","","","","","","","","",""
"96080","","","","","","","","",""
"96091","","","","","","","","",""
"96093","","","","","","","","",""
"96113","","","","","","","","",""
"96117","","","","","","","","",""
"96163","","","","","","","","",""
"96176","","","","","","","","",""
"96179","","","","","","","","",""
"96190","","","","","","","","",""
"96211","","","","","","","","",""
"96235","","","","","","","","",""
"96236","","","","","","","","",""
"96261","","","","","","","","",""
"96277","","","","","","","","",""
"96312","","","","","","","","",""
"96319","","","","","","","","",""
"96345","","","","","","","","",""
"96349","0.5041864254294255","0.5041864254294255","0.5041864254294255","0.3453934087469135","0.3453934087469135","0.3453934087469135","0.07901052466966978","0.07901052466966978","0.07901052466966978"
"96385","","","","","","","","",""
"96401","","","","","","","","",""
"96413","","","","","","","","",""
"96466","","","","","","","","",""
"96472","","","","","","","","",""
"96493","","","","","","","","",""
"96511","","","","","","","","",""
"96515","","","","","","","","",""
"96520","","","","","","","","",""
"96524","","","","","","","","",""
"96529","","","","","","","","",""
"96547","","","","","","","","",""
"96581","","","","","","","","",""
"96606","","","","","","","","",""
"96609","","","","","","","","",""
"96652","","","","","","","","",""
"96716","","","","","","","","",""
"96721","","","","","","","","",""
"96746","","","","","","","","",""
"96761","","","","","","","","",""
"96770","","","","","","","","",""
"96788","","","","","","","","",""
"96802","","","","","","","","",""
"96806","","","","","","","","",""
"96807","","","","","","","","",""
"96813","","","","","","","","",""
"96832","","","","","","","","",""
"96837","","","","","","","","",""
"96858","","","","","","","","",""
"96878","","","","","","","","",""
"96891","","","","","","","","",""
"96912","","","","","","","","",""
"96916","","","","","","","","",""
"96978","","","","","","","","",""
"97004","","","","","","","","",""
"97063","","","","","","","","",""
"97089","","","","","","","","",""
"97123","","","","","","","","",""
"97151","","","","","","","","",""
"97173","","","","","","","","",""
"97176","","","","","","","","",""
"97186","","","","","","","","",""
"97190","","","","","","","","",""
"97193","","","","","","","","",""
"97209","","","","","","","","",""
"97211","","","","","","","","",""
"97280","","","","","","","","",""
"97284","","","","","","","","",""
"97300","","","","","","","","",""
"97305","","","","","","","","",""
"97316","","","","","","","","",""
"97330","","","","","","","","",""
"97341","","","","","","","","",""
"97366","","","","","","","","",""
"97374","0.23104379036823006","0.23104379036823006","0.23104379036823006","0.3766748176768252","0.3766748176768252","0.3766748176768252","0.13444037881266602","0.13444037881266602","0.13444037881266602"
"97381","","","","","","","","",""
"97412","","","","","","","","",""
"97414","","","","","","","","",""
"97432","","","","","","","","",""
"97436","","","","","","","","",""
"97471","","","","","","","","",""
"97475","","","","","","","","",""
"97476","","","","","","","","",""
"97492","","","","","","","","",""
"97518","","","","","","","","",""
"97531","","","","","","","","",""
"97561","","","","","","","","",""
"97578","","","","","","","","",""
"97580","","","","","","","","",""
"97593","","","","","","","","",""
"97681","","","","","","","","",""
"97693","","","","","","","","",""
"97735","","","","","","","","",""
"97760","","","","","","","","",""
"97779","","","","","","","","",""
"97826","","","","","","","","",""
"97833","","","","","","","","",""
"97834","","","","","","","","",""
"97859","","","","","","","","",""
"97880","","","","","","","","",""
"97882","","","","","","","","",""
"97909","","","","","","","","",""
"97944","","","","","","","","",""
"97954","","","","","","","","",""
"97988","","","","","","","","",""
"97998","","","","","","","","",""
"98008","","","","","","","","",""
"98030","","","","","","","","",""
"98096","","","","","","","","",""
"98102","","","","","","","","",""
"98139","","","","","","","","",""
"98143","","","","","","","","",""
"98176","","","","","","","","",""
"98216","","","","","","","","",""
"98219","","","","","","","","",""
"98221","","","","","","","","",""
"98247","","","","","","","","",""
"98340","","","","","","","","",""
"98399","0.20598383360444847","0.20598383360444847","0.20598383360444847","0.3745218449261335","0.3745218449261335","0.3745218449261335","0.04569133245388009","0.04569133245388009","0.04569133245388009"
"98412","","","","","","","","",""
"98436","","","","","","","","",""
"98456","","","","","","","","",""
"98460","","","","","","","","",""
"98483","","","","","","","","",""
"98506","","","","","","","","",""
"98507","","","","","","","","",""
"98601","","","","","","","","",""
"98613","","","","","","","","",""
"98637","","","","","","","","",""
"98664","","","","","","","","",""
"98673","","","","","","","","",""
"98680","","","","","","","","",""
"98689","","","","","","","","",""
"98696","","","","","","","","",""
"98713","","","","","","","","",""
"98714","","","","","","","","",""
"98725","","","","","","","","",""
"98728","","","","","","","","",""
"98760","","","","","","","","",""
"98780","","","","","","","","",""
"98799","","","","","","","","",""
"98824","","","","","","","","",""
"98853","","","","","","","","",""
"98876","","","","","","","","",""
"98947","","","","","","","","",""
"98965","","","","","","","","",""
"98969","","","","","","","","",""
"98981","","","","","","","","",""
"99010","","","","","","","","",""
"99017","","","","","","","","",""
"99084","","","","","","","","",""
"99119","","","","","","","","",""
"99126","","","","","","","","",""
"99155","","","","","","","","",""
"99161","","","","","","","","",""
"99166","","","","","","","","",""
"99249","","","","","","","","",""
"99272","","","","","","","","",""
"99376","","","","","","","","",""
"99399","","","","","","","","",""
